la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr
1,0,1,1,1,0.0,2.0,146171.0,3.0,0,1.0,6487736.0,1.0,1.0,0.0,828.0,0.0,822.0,0.0,328.0,0.0021978021978021982,0.7230769230769231
147,146,9,4,1,0.7501404719650872,5.0,151043.0,6.0,0,77.0,93595.44444444444,494.0,2.0,957.0,887.0,957.0,886.0,908.0,756.0,0.4034620505992009,0.3359964491788726
80,61,18,14,1,0.9352550676230179,6.0,-27942058.0,8.0,0,29.0,45538.555555555555,112.0,2.0,3.0,131.0,3.0,131.0,2.0,120.0,0.0136986301369863,0.5525114155251142
709,494,12,6,1,0.6916142060352578,11.0,-26741093.0,28.0,0,25.0,47905.75,71.0,2.0,33.0,159.0,33.0,158.0,31.0,122.0,0.14545454545454545,0.5590909090909091
28,7,2,1,1,0.8631205685666309,37.0,6474682.0,24.0,0,50.0,5369852.0,228.0,4.0,430.0,685.0,429.0,683.0,412.0,601.0,0.18322981366459629,0.2670807453416149
1,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,21,2,2,1,0.9443871950133459,1.0,31419.0,3.0,0,63.0,40551.0,165.0,3.0,236.0,1307.0,236.0,1307.0,227.0,1211.0,0.10110864745011086,0.5374722838137472
2,0,1,1,1,0.0,3.0,-26983301.0,9.0,0,1.0,2337042.0,1.0,2.0,22.0,152.0,22.0,150.0,13.0,139.0,0.06334841628959276,0.6334841628959276
106,10,4,3,1,0.7849608093076842,1.0,13837.0,3.0,0,12.0,240493.5,18.0,3.0,151.0,1016.0,151.0,1016.0,3.0,79.0,0.047058823529411764,0.9411764705882352
40,14,4,4,1,0.8773879341014511,2.0,412556.0,8.0,0,13.0,143142.5,17.0,5.0,152.0,1133.0,152.0,1133.0,4.0,81.0,0.05813953488372092,0.9534883720930232
1,4,1,1,1,0.0,1.0,2814.0,5.0,0,65.0,44297.0,310.0,3.0,496.0,523.0,495.0,523.0,379.0,472.0,0.16843971631205673,0.20966312056737588
3,21,1,1,1,0.0,3.0,190848.0,7.0,0,23.0,331512.0,34.0,2.0,5.0,749.0,5.0,748.0,1.0,617.0,0.0008861320336730172,0.2738147984049623
1,1,1,1,1,0.0,1.0,-28064235.0,2.0,0,1.0,2363208.0,1.0,2.0,23.0,183.0,23.0,180.0,14.0,141.0,0.06756756756756757,0.6396396396396397
52,0,3,2,1,0.8956403056385981,9.0,1800729.0,26.0,0,63.0,27898.0,173.0,2.0,17.0,1277.0,17.0,1276.0,17.0,1131.0,0.007971656333038087,0.5013286093888397
138,2,2,2,1,0.9134601452569628,9.0,1800739.0,21.0,0,18.0,774301.0,32.0,2.0,18.0,1278.0,18.0,1277.0,18.0,1132.0,0.008410801239486499,0.5015493581230633
23,5,2,2,1,0.74959525725948,1.0,32601.0,2.0,0,54.0,43164.5,302.0,2.0,316.0,1176.0,315.0,1176.0,233.0,1103.0,0.10353982300884956,0.4884955752212389
1,0,1,1,1,0.0,1.0,5879.0,2.0,0,3.0,13193692.0,5.0,2.0,0.0,1094.0,0.0,1093.0,0.0,888.0,0.00044228217602830614,0.3931888544891641
104,2,3,3,1,0.6996718493706826,4.0,16670.0,6.0,0,12.0,1105328.666666667,61.0,2.0,123.0,896.0,123.0,890.0,17.0,333.0,0.03947368421052632,0.7324561403508771
31,5,2,2,1,0.7106768538561229,3.0,160556.0,9.0,0,14.0,2018121.5,20.0,2.0,1188.0,1000.0,1187.0,1000.0,1057.0,924.0,0.4677276746242264,0.4089301503094607
20,15,4,3,1,0.7291406475261194,2.0,30452.0,15.0,0,35.0,123583.0,82.0,2.0,318.0,1554.0,317.0,1553.0,235.0,1473.0,0.1042863455589925,0.6513477684489616
11,0,2,2,1,0.8453509366224364,1.0,19811.0,3.0,0,12.0,5084.0,56.0,2.0,124.0,912.0,124.0,906.0,18.0,333.0,0.04157549234135667,0.7308533916849015
7,7,1,1,1,0.0,4.0,-27017331.0,9.0,0,5.0,317260.0,9.0,2.0,24.0,222.0,24.0,221.0,15.0,182.0,0.07174887892376683,0.820627802690583
7,7,1,1,1,0.0,2.0,634501.0,9.0,0,14.0,770327.0,14.0,4.0,125.0,1041.0,125.0,1040.0,104.0,841.0,0.046378091872791516,0.3719081272084805
2041,83,30,5,2,0.6563571338476752,29.0,19889945.0,39.0,0,50.0,82294.6,130.0,4.0,60.0,1581.0,59.0,1580.0,32.0,1378.0,0.014114627887082978,0.5898203592814372
50,13,4,4,1,0.7798185649006588,2.0,412556.0,8.0,0,29.0,21458.0,68.0,5.0,153.0,1140.0,153.0,1140.0,38.0,1033.0,0.017210944395410415,0.4563106796116505
5,4,1,1,1,0.0,2.0,231522.0,4.0,0,9.0,1116165.0,19.0,3.0,61.0,633.0,60.0,633.0,17.0,19.0,0.17647058823529413,0.19607843137254904
1617,14,12,9,2,0.666537125482301,11.0,-27741370.0,48.0,0,54.0,54929.91666666666,173.0,2.0,150.0,134.0,149.0,134.0,118.0,124.0,0.40202702702702703,0.4222972972972973
1,4,1,1,1,0.0,3.0,5888727.0,9.0,0,13.0,4166361.0,34.0,3.0,62.0,647.0,61.0,638.0,18.0,14.0,0.18446601941747573,0.14563106796116504
34,0,6,6,1,0.6054787633253508,3.0,10099.0,3.0,0,15.0,572107.0,85.0,2.0,14.0,913.0,14.0,907.0,5.0,334.0,0.013100436681222708,0.7314410480349345
216,32,10,6,2,0.860541472682277,4.0,13288.0,4.0,0,48.0,96686.2,123.0,1.0,3.0,117.0,3.0,117.0,0.0,66.0,0.005617977528089888,0.3764044943820225
0,5,1,1,1,0.0,2.0,382739.0,5.0,0,7.0,105706.0,9.0,3.0,2.0,786.0,2.0,785.0,0.0,650.0,0.0004411116012351125,0.2871636524040582
53,2,2,2,1,0.22536363912739502,2.0,163092.0,4.0,0,8.0,108.0,11.0,2.0,358.0,594.0,358.0,593.0,321.0,468.0,0.1419753086419753,0.20679012345679013
25,27,5,3,2,0.4232941975579931,4.0,-27276892.0,7.0,0,1.0,1490543.125,1.0,2.0,25.0,137.0,25.0,135.0,16.0,119.0,0.07555555555555556,0.5333333333333333
141,0,1,1,1,0.0,12.0,1023061.0,12.0,0,0.0,0.0,0.0,5.0,85.0,1716.0,85.0,1715.0,2.0,43.0,0.02884615384615385,0.4230769230769231
2,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4,4,4,1,0.8763576394898523,2.0,47609.0,1.0,0,15.0,166681.0,63.0,1.0,832.0,193.0,825.0,192.0,332.0,77.0,0.7254901960784313,0.16993464052287582
0,9,4,3,1,0.9874687506009636,2.0,-27394341.0,8.0,0,18.0,88210.0,43.0,2.0,4.0,174.0,4.0,174.0,3.0,158.0,0.017699115044247787,0.7035398230088495
50,12,3,3,1,0.9238932072109596,6.0,-27632707.0,14.0,0,16.0,605930.3333333335,35.0,3.0,122.0,208.0,122.0,207.0,116.0,169.0,0.5154185022026432,0.748898678414097
128,325,1,1,1,0.0,3.0,95792.0,10.0,0,16.0,67808.0,29.0,2.0,1288.0,547.0,1287.0,546.0,1141.0,407.0,0.5033054208902601,0.17981489643014545
36,12,2,2,1,0.6500224216483541,3.0,95818.0,6.0,0,17.0,1813.0,30.0,2.0,1289.0,548.0,1288.0,547.0,1142.0,408.0,0.5035242290748899,0.1801762114537445
36,34,2,1,1,0.9994110647387552,2.0,333270.0,7.0,0,4.0,449.5,3.0,3.0,505.0,638.0,504.0,638.0,388.0,581.0,0.1712901805372083,0.2562747688243065
2,2,1,1,1,0.0,1.0,-28001628.0,3.0,0,1.0,749066.0,1.0,3.0,123.0,159.0,123.0,159.0,117.0,136.0,0.5175438596491229,0.6008771929824561
0,10,6,3,1,0.8982444017039272,2.0,85880.0,2.0,0,19.0,3086799.5,61.0,1.0,6.0,143.0,6.0,141.0,0.0,26.0,0.002173913043478261,0.05869565217391305
24,0,2,2,1,0.8112781244591328,6.0,623466.0,12.0,0,42.0,77135.0,102.0,1.0,0.0,86.0,0.0,86.0,0.0,83.0,0.00044014084507042255,0.036971830985915485
208,984,9,7,1,0.6959417461884733,9.0,77187.0,14.0,0,85.0,144517.33333333337,320.0,2.0,1101.0,1007.0,1101.0,1007.0,939.0,930.0,0.4135503739551254,0.4095908490981082
0,1,1,1,1,0.0,1.0,-27985700.0,2.0,0,3.0,5940000.0,4.0,2.0,7.0,128.0,7.0,126.0,0.0,111.0,0.004366812227074236,0.4890829694323144
0,3,3,1,1,1.0,1.0,1916.0,2.0,0,7.0,4222609.0,10.0,2.0,8.0,1018.0,8.0,1017.0,2.0,939.0,0.0013192612137203164,0.4133685136323659
17,0,2,2,1,0.6722948170756379,1.0,550292.0,3.0,0,7.0,565471.0,13.0,3.0,972.0,424.0,972.0,424.0,920.0,342.0,0.4048351648351649,0.15076923076923074
28,1,3,3,1,0.8291367281877793,1.0,603278.0,4.0,0,86.0,96375.0,429.0,5.0,973.0,1487.0,973.0,1487.0,921.0,1332.0,0.4050966608084359,0.585676625659051
2,2,9,8,2,0.0,1.0,278799.0,2.0,0,43.0,1516312.5555555557,172.0,2.0,139.0,673.0,139.0,673.0,125.0,614.0,0.054854157596865474,0.2677405311275577
4,44,29,13,1,0.9619212296766956,4.0,78767.0,6.0,0,110.0,136967.37931034484,512.0,3.0,9.0,858.0,9.0,857.0,3.0,715.0,0.001755926251097454,0.31431079894644426
9,6,1,1,1,0.0,2.0,9474.0,5.0,0,44.0,1212.0,151.0,2.0,713.0,532.0,712.0,527.0,677.0,480.0,0.2974989030276437,0.21105748135147
7,1,2,2,1,0.954434002924965,2.0,68845.0,2.0,0,12.0,82010.0,58.0,2.0,833.0,446.0,826.0,444.0,333.0,92.0,0.7245119305856833,0.2017353579175705
30,6,3,3,1,0.8527924884900404,1.0,84508.0,4.0,0,24.0,629376.0,101.0,2.0,321.0,902.0,320.0,895.0,67.0,339.0,0.1471861471861472,0.7359307359307359
8,8,11,5,1,0.7226620657947196,1.0,288272.0,2.0,0,97.0,83110.72727272728,614.0,2.0,141.0,703.0,141.0,702.0,127.0,575.0,0.05614035087719298,0.25263157894736843
11,0,1,1,1,0.0,2.0,434754.0,6.0,0,12.0,442546.0,24.0,2.0,142.0,726.0,142.0,725.0,128.0,593.0,0.056554142919772024,0.2604120999561596
372,13,10,5,2,0.8097778277052061,5.0,-27017759.0,6.0,0,47.0,108085.5,142.0,2.0,32.0,227.0,32.0,226.0,23.0,191.0,0.07920792079207921,0.6336633663366337
3472,404,18,13,1,0.6751117993208889,10.0,1275443.0,4.0,0,19.0,67372.61111111111,37.0,2.0,120.0,122.0,120.0,122.0,66.0,67.0,0.7613636363636364,0.7727272727272727
68,26,6,4,1,0.476503680833647,2.0,39418.0,3.0,0,10.0,615131.1666666665,31.0,2.0,974.0,763.0,974.0,762.0,922.0,630.0,0.4044697633654689,0.27651183172655563
11,2,3,2,1,0.7816596645276667,4.0,66604.0,11.0,0,61.0,1328945.666666667,140.0,2.0,975.0,467.0,975.0,467.0,923.0,416.0,0.40473061760840995,0.18265440210249675
0,7,1,1,1,0.0,1.0,48399.0,2.0,0,11.0,15253.0,14.0,2.0,10.0,127.0,10.0,127.0,4.0,69.0,0.05617977528089888,0.7865168539325843
13,7,2,2,1,0.6098403047164004,1.0,318977.0,6.0,0,18.0,5513505.5,24.0,5.0,0.0,861.0,0.0,859.0,0.0,2.0,0.037037037037037035,0.1111111111111111
15,15,2,2,1,0.7219280948873623,1.0,-27912159.0,2.0,0,18.0,480743.5,27.0,2.0,8.0,139.0,8.0,139.0,8.0,128.0,0.03896103896103896,0.5584415584415584
4,2,1,1,1,0.0,4.0,1582335.0,10.0,0,6.0,162349.0,6.0,2.0,17.0,127.0,17.0,127.0,12.0,69.0,0.14444444444444446,0.7777777777777778
37,8,2,2,2,0.7642045065086203,2.0,462972.0,6.0,0,18.0,1125187.5,37.0,2.0,0.0,149.0,0.0,149.0,0.0,147.0,0.005555555555555557,0.8222222222222222
23,0,2,1,1,0.828055725379504,3.0,1839580.0,5.0,0,25.0,240664.0,46.0,5.0,512.0,1247.0,510.0,1246.0,393.0,1121.0,0.1725043782837128,0.4912434325744308
23,0,2,1,1,0.828055725379504,3.0,1839580.0,5.0,0,12.0,194983.5,19.0,5.0,511.0,1246.0,510.0,1246.0,37.0,87.0,0.4175824175824176,0.967032967032967
3,22,1,1,1,0.0,1.0,269187.0,4.0,0,10.0,59511.0,10.0,3.0,11.0,1109.0,11.0,1109.0,5.0,86.0,0.06521739130434782,0.9456521739130436
2,1,2,1,1,0.9182958340544896,2.0,283855.0,2.0,0,3.0,451937.0,3.0,2.0,126.0,1040.0,126.0,1040.0,71.0,87.0,0.7741935483870968,0.946236559139785
4,4,1,1,1,0.0,1.0,18274.0,3.0,0,15.0,1644090.0,22.0,2.0,51.0,116.0,51.0,116.0,50.0,110.0,0.2982456140350877,0.6491228070175439
4,3,2,2,1,0.9852281360342516,1.0,3524.0,2.0,0,67.0,132386.5,341.0,2.0,322.0,1028.0,321.0,1028.0,237.0,970.0,0.10415754923413567,0.42494529540481396
26,49,3,2,1,0.8623147507020255,2.0,69036.0,3.0,0,15.0,1616453.0,50.0,2.0,835.0,322.0,828.0,319.0,335.0,105.0,0.7257019438444925,0.2289416846652268
8,0,2,2,1,0.8112781244591328,2.0,2967.0,5.0,0,54.0,1854.0,305.0,3.0,366.0,1497.0,366.0,1495.0,327.0,1345.0,0.14348206474190725,0.5888013998250219
16,1,3,3,1,0.5264143616682583,4.0,284182.0,5.0,0,43.0,104494.0,107.0,3.0,324.0,676.0,323.0,676.0,239.0,614.0,0.104940970703979,0.26891123742894624
93,174,5,3,1,0.7337413337519406,2.0,355847.0,3.0,0,22.0,85971.6,48.0,2.0,19.0,731.0,19.0,730.0,19.0,596.0,0.008741258741258742,0.26092657342657344
55,18,3,3,1,0.7028487751434308,5.0,602746.0,7.0,0,79.0,850726.0,272.0,4.0,982.0,803.0,982.0,803.0,927.0,666.0,0.4054172127566623,0.291393621668851
1,1,1,1,1,0.0,1.0,-27874133.0,3.0,0,13.0,90180.0,32.0,3.0,97.0,183.0,97.0,180.0,87.0,163.0,0.3793103448275862,0.7068965517241379
107,24,3,3,2,0.8824963746340428,2.0,422659.0,4.0,0,9.0,7435779.0,13.0,2.0,7.0,151.0,7.0,151.0,7.0,149.0,0.04395604395604396,0.8241758241758241
22,3,4,2,1,0.7914830977337607,3.0,172494.0,4.0,0,16.0,1339843.0,34.0,3.0,1.0,1105.0,1.0,1105.0,1.0,1039.0,0.0008733624454148473,0.4541484716157205
12,14,4,2,1,0.9131226292013046,6.0,1474114.0,9.0,0,14.0,4498044.75,35.0,2.0,836.0,323.0,829.0,320.0,336.0,106.0,0.7262931034482759,0.2306034482758621
2,0,1,1,1,0.0,3.0,160167.0,5.0,0,28.0,598534.0,44.0,3.0,0.0,1036.0,0.0,1036.0,0.0,978.0,0.00043649061545176777,0.4273243125272807
213,24,7,5,1,0.5606106327691969,3.0,-27647368.0,7.0,0,3.0,1014038.1428571428,3.0,4.0,57.0,176.0,55.0,174.0,49.0,153.0,0.2145922746781116,0.6609442060085837
53,38,11,6,1,0.8804715821017624,6.0,206505.0,4.0,0,89.0,229027.81818181818,497.0,2.0,12.0,1310.0,12.0,1309.0,4.0,1159.0,0.002181500872600349,0.506108202443281
9,6,3,3,1,0.8443536850036224,3.0,-27664291.0,5.0,0,3.0,1401068.666666667,4.0,2.0,9.0,182.0,9.0,182.0,9.0,166.0,0.042735042735042736,0.7136752136752137
21,7,1,1,1,0.0,5.0,-27479200.0,9.0,0,5.0,252251.0,8.0,3.0,129.0,166.0,129.0,164.0,123.0,139.0,0.5276595744680851,0.5957446808510638
1,1,1,1,1,0.0,2.0,706314.0,9.0,0,4.0,659745.0,5.0,5.0,13.0,1457.0,13.0,1456.0,5.0,1173.0,0.0026166593981683385,0.5119930222416049
17,1,2,2,1,0.5032583347756457,1.0,463342.0,2.0,0,26.0,1149177.0,82.0,1.0,837.0,196.0,830.0,195.0,337.0,80.0,0.7268817204301076,0.17419354838709675
29,16,4,4,1,0.8616157143988104,2.0,-27471578.0,5.0,0,8.0,339611.0,21.0,5.0,130.0,244.0,130.0,243.0,124.0,187.0,0.5296610169491526,0.7966101694915254
132,33,6,4,1,0.6916223020016421,3.0,95473.0,3.0,0,37.0,2135.0,139.0,2.0,838.0,579.0,831.0,577.0,338.0,59.0,0.7274678111587983,0.12875536480686695
9,2,2,2,1,0.94566030460064,1.0,-27664177.0,2.0,0,2.0,254116.0,6.0,2.0,36.0,185.0,36.0,185.0,27.0,169.0,0.1181434599156118,0.7172995780590717
248,175,10,6,2,0.6815013662239715,12.0,918888.0,16.0,0,25.0,127219.8,64.0,2.0,8.0,74.0,8.0,74.0,8.0,73.0,0.049180327868852465,0.4043715846994536
218,57,12,7,1,0.6813133809108252,12.0,-26443548.0,15.0,0,6.0,278168.66666666674,16.0,2.0,27.0,172.0,27.0,172.0,18.0,135.0,0.07983193277310924,0.5714285714285714
1,9,1,1,1,0.0,1.0,-27552158.0,4.0,0,10.0,5407442.0,9.0,2.0,11.0,187.0,11.0,187.0,11.0,171.0,0.0502092050209205,0.7196652719665272
5,0,1,1,1,0.0,3.0,-27478808.0,4.0,0,7.0,350323.0,22.0,2.0,134.0,149.0,134.0,147.0,128.0,131.0,0.5375,0.55
11,11,1,1,1,0.0,1.0,968000.0,4.0,0,1.0,2680838.0,1.0,4.0,2.0,148.0,2.0,148.0,0.0,85.0,0.010638297872340424,0.9148936170212766
23,1,2,2,1,0.6500224216483541,7.0,130011.0,15.0,0,17.0,285694.0,33.0,3.0,1.0,745.0,1.0,744.0,1.0,610.0,0.0008718395815170009,0.26634699215344376
394,4,8,5,2,0.6868379642646989,10.0,-26321955.0,16.0,0,40.0,20916.875,113.0,2.0,37.0,189.0,37.0,189.0,28.0,174.0,0.09235668789808917,0.5573248407643312
35,3,6,5,1,0.7571203631887687,4.0,105001.0,5.0,0,30.0,86054.0,109.0,2.0,126.0,921.0,126.0,914.0,19.0,342.0,0.04282655246252677,0.7344753747323342
1,0,1,1,1,0.0,1.0,103615.0,3.0,0,11.0,248748.0,30.0,3.0,127.0,930.0,127.0,923.0,20.0,343.0,0.04487179487179487,0.7350427350427351
52,5,3,3,1,0.9282341220518464,9.0,1391986.0,13.0,0,10.0,5150.0,35.0,2.0,17.0,923.0,17.0,916.0,7.0,344.0,0.017057569296375266,0.7356076759061834
1,1,1,1,1,0.0,1.0,3807.0,3.0,0,35.0,249289.0,67.0,2.0,1.0,1108.0,1.0,1108.0,1.0,1042.0,0.0008714596949891067,0.4544662309368192
4,3,2,1,1,0.8631205685666309,2.0,4537.0,5.0,0,15.0,211713.0,30.0,2.0,987.0,733.0,987.0,732.0,932.0,603.0,0.4063588850174216,0.26306620209059234
21,21,7,3,1,0.6807450031851977,1.0,33135.0,3.0,0,50.0,201827.85714285716,144.0,2.0,144.0,325.0,144.0,325.0,130.0,310.0,0.05703090988245538,0.13539399216369175
0,66,1,1,1,0.0,2.0,10070.0,7.0,0,46.0,369616.0,117.0,3.0,145.0,746.0,145.0,745.0,131.0,611.0,0.05744125326370756,0.26631853785900783
7,7,3,3,1,0.8120406807941002,2.0,91606.0,2.0,0,12.0,1217343.0,24.0,2.0,9.0,75.0,9.0,75.0,9.0,73.0,0.057471264367816084,0.4252873563218391
8,0,2,2,1,0.8112781244591328,6.0,339679.0,7.0,0,7.0,5689584.5,10.0,2.0,988.0,1589.0,988.0,1588.0,933.0,1370.0,0.4062635928664637,0.5963462374945628
54,19,3,3,1,0.6958582227819828,3.0,62543.0,5.0,0,30.0,38731.0,88.0,2.0,326.0,924.0,325.0,917.0,68.0,345.0,0.14680851063829786,0.7361702127659574
27,1,2,2,1,0.8112781244591328,3.0,301638.0,4.0,0,19.0,1773554.0,24.0,2.0,0.0,940.0,0.0,939.0,0.0,761.0,0.0004347826086956522,0.331304347826087
17,21,1,1,1,0.0,1.0,-27583268.0,3.0,0,1.0,467131.0,1.0,2.0,154.0,190.0,153.0,190.0,118.0,174.0,0.4917355371900826,0.7231404958677686
29,9,2,2,2,0.2974722489192896,6.0,569939.0,5.0,0,14.0,104823.0,26.0,2.0,10.0,157.0,10.0,157.0,10.0,155.0,0.05945945945945946,0.8432432432432433
8,10,2,2,1,1.0,1.0,-27556826.0,2.0,0,16.0,146810.0,42.0,2.0,137.0,218.0,137.0,217.0,131.0,179.0,0.5432098765432098,0.7407407407407407
70,7,4,3,1,0.5007115447294963,2.0,-27512278.0,6.0,0,14.0,370982.0,49.0,3.0,107.0,151.0,107.0,151.0,97.0,144.0,0.4016393442622951,0.5942622950819673
4,2,1,1,1,0.0,2.0,107125.0,4.0,0,17.0,380256.0,22.0,3.0,1.0,835.0,1.0,834.0,1.0,3.0,0.07142857142857142,0.14285714285714285
101,31,2,2,1,0.92568598698213,3.0,1015091.0,14.0,0,8.0,972015.0,9.0,5.0,13.0,1455.0,13.0,1454.0,0.0,1184.0,0.000434593654932638,0.5149934810951761
31,0,3,3,1,0.964841211280108,3.0,784409.0,6.0,0,15.0,348139.0,23.0,3.0,14.0,131.0,14.0,131.0,6.0,74.0,0.07368421052631577,0.7894736842105263
1,0,1,1,1,0.0,2.0,130952.0,6.0,0,8.0,928100.0,12.0,5.0,6.0,692.0,6.0,692.0,6.0,631.0,0.0030408340573414424,0.2745438748913988
51,5,2,2,1,0.6360156177392154,5.0,1262054.0,10.0,0,26.0,49658.0,86.0,3.0,4.0,311.0,4.0,310.0,0.0,97.0,0.002123142250530785,0.208067940552017
25,1,3,3,1,0.6307122020015627,1.0,-27336781.0,3.0,0,14.0,16373.0,49.0,3.0,109.0,244.0,109.0,243.0,98.0,203.0,0.4040816326530613,0.8326530612244898
62,2,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3,1,1,1,0.0,2.0,81612.0,4.0,0,16.0,51334.0,16.0,2.0,3.0,740.0,3.0,739.0,1.0,604.0,0.0008684324793747286,0.2627008250108554
1,0,1,1,1,0.0,1.0,24273.0,3.0,0,62.0,327207.0,185.0,3.0,432.0,1337.0,431.0,1336.0,414.0,1059.0,0.1801215277777778,0.4600694444444444
7,2,1,1,1,0.0,4.0,86309.0,13.0,0,9.0,508834.0,20.0,1.0,147.0,178.0,147.0,178.0,13.0,6.0,0.13333333333333333,0.06666666666666668
46,20,2,2,1,0.7455178428108284,2.0,-27492721.0,3.0,0,3.0,131164.0,3.0,2.0,158.0,152.0,157.0,152.0,121.0,145.0,0.4959349593495935,0.5934959349593496
47,14,2,2,1,0.9669852958320848,1.0,1453.0,2.0,0,21.0,601360.0,41.0,2.0,433.0,1636.0,432.0,1628.0,415.0,1214.0,0.18047722342733188,0.527114967462039
92,45,5,3,2,0.924492624506258,3.0,180650.0,9.0,0,15.0,1224676.0,26.0,3.0,12.0,104.0,12.0,104.0,12.0,102.0,0.06989247311827956,0.553763440860215
1,1,1,1,1,0.0,1.0,-27542486.0,5.0,0,16.0,49720.0,38.0,2.0,159.0,59.0,158.0,59.0,122.0,49.0,0.4979757085020243,0.20242914979757085
100,7,4,3,1,0.7704156547961076,46.0,6481139.0,23.0,0,51.0,1399557.5,242.0,2.0,434.0,1084.0,433.0,1083.0,416.0,881.0,0.1808326105810928,0.3824804856895057
0,271,1,1,1,0.0,1.0,734301.0,5.0,0,10.0,452674.0,12.0,2.0,15.0,132.0,15.0,132.0,7.0,75.0,0.08333333333333333,0.7916666666666666
11,3,2,2,1,0.74959525725948,1.0,309437.0,2.0,0,17.0,4017913.5,24.0,2.0,2.0,133.0,2.0,133.0,2.0,1.0,0.10344827586206896,0.06896551724137931
12,1,1,1,1,0.0,1.0,-27017602.0,3.0,0,6.0,988952.0,11.0,3.0,1.0,254.0,1.0,253.0,1.0,205.0,0.008064516129032258,0.8306451612903226
0,0,1,1,1,0.0,1.0,55532.0,2.0,0,17.0,1368.0,24.0,2.0,3.0,35.0,3.0,35.0,3.0,1.0,0.13333333333333333,0.06666666666666668
20,18,1,1,1,0.0,5.0,72418.0,7.0,0,27.0,571485.0,58.0,2.0,4.0,1041.0,4.0,1041.0,4.0,983.0,0.002167316861725184,0.4265279583875163
64,29,4,4,1,0.7907630790685622,2.0,475886.0,3.0,0,57.0,69120.0,228.0,2.0,5.0,982.0,5.0,981.0,0.0,805.0,0.00043327556325823216,0.3492201039861352
10,17,2,2,1,0.6051865766334206,1.0,27679.0,2.0,0,64.0,26973.0,170.0,2.0,521.0,347.0,520.0,347.0,401.0,326.0,0.17410134257254226,0.14161974880900824
0,18,1,1,1,0.0,1.0,28994.0,2.0,0,16.0,2243462.0,18.0,2.0,522.0,1043.0,521.0,1043.0,402.0,985.0,0.17445887445887445,0.4268398268398269
2,2,1,1,1,0.0,1.0,550506.0,4.0,0,27.0,87752.0,73.0,2.0,844.0,302.0,836.0,301.0,343.0,96.0,0.7288135593220338,0.2055084745762712
5,0,1,1,1,0.0,1.0,546282.0,3.0,0,10.0,3670389.0,20.0,1.0,845.0,203.0,837.0,202.0,344.0,87.0,0.7293868921775899,0.18604651162790695
93,11,5,3,1,0.9415021346947869,7.0,751863.0,9.0,0,14.0,174850.0,72.0,2.0,19.0,929.0,19.0,921.0,9.0,349.0,0.02109704641350211,0.7383966244725738
2,5,1,1,1,0.0,1.0,49421.0,4.0,0,9.0,103136.0,10.0,4.0,161.0,1216.0,160.0,1216.0,21.0,1089.0,0.009519688446559932,0.4716572912159239
2,2,1,1,1,0.0,1.0,13137.0,1.0,0,1.0,794305.0,1.0,1.0,148.0,994.0,148.0,994.0,133.0,939.0,0.057958477508650526,0.40657439446366783
532,12,4,3,1,0.4380380890253524,1.0,751111.0,0.0,1,2.0,175499.0,3.0,1.0,132.0,132.0,132.0,132.0,75.0,75.0,0.7835051546391752,0.7835051546391752
130,0,8,2,1,0.7985362892413893,1.0,-27390978.0,4.0,0,13.0,43267.5,42.0,4.0,110.0,172.0,110.0,172.0,99.0,156.0,0.4016064257028112,0.6305220883534136
187,207,2,2,1,0.2896226572844896,4.0,1037033.0,10.0,0,18.0,216943.0,34.0,3.0,2.0,1409.0,2.0,1408.0,2.0,1252.0,0.0012970168612191958,0.5417207090358841
4,3,1,1,1,0.0,1.0,449358.0,2.0,0,17.0,77114.0,25.0,1.0,847.0,205.0,839.0,204.0,10.0,1.0,0.3548387096774194,0.06451612903225806
3,3,3,1,1,1.0,1.0,225949.0,4.0,0,3.0,1412288.333333333,3.0,3.0,16.0,137.0,16.0,137.0,8.0,78.0,0.09183673469387756,0.8061224489795918
8,8,4,3,1,0.75,2.0,393337.0,6.0,0,20.0,38843.0,100.0,1.0,17.0,848.0,17.0,840.0,1.0,346.0,0.0042105263157894745,0.7305263157894737
0,17,3,3,1,0.4241708032649003,1.0,339955.0,2.0,0,46.0,280581.33333333326,90.0,2.0,149.0,1183.0,149.0,1182.0,134.0,916.0,0.05834053586862576,0.39628349178910977
7,7,1,1,1,0.0,2.0,-27410791.0,4.0,0,10.0,964803.0,16.0,3.0,18.0,198.0,18.0,198.0,1.0,181.0,0.008,0.728
0,0,1,1,1,0.0,2.0,155708.0,4.0,0,17.0,9505.0,26.0,2.0,4.0,859.0,4.0,851.0,4.0,12.0,0.15625,0.40625
54,23,2,2,1,0.7845191388986641,2.0,125181.0,4.0,0,50.0,342209.0,139.0,3.0,256.0,941.0,256.0,940.0,243.0,763.0,0.10539956803455723,0.33002159827213823
